id,price
3592500800,1850000
8127700390,1280000
4139420640,1790000
4139910160,1600000
2450500060,1620000
1118001360,1480000
8835800350,1950000
3931900510,1400000
2288900140,1620000
1924059319,1290000
9831200520,1440000
3528000310,1130000
3179101580,1210000
3303980140,1150000
2260300060,2580000
1118000340,3000000
2068000270,1400000
1959700445,1300000
8964800390,1500000
7533800885,1100000
4232400400,1260000
3622900200,1200000
9541600295,1110000
8655000070,1600000
4232900310,1430000
1424200070,1110000
4107100204,2140000
5350201180,1670000
1193000390,1300000
1727850350,1190000
824059324,1450000
1251200045,1460000
1025039320,1310000
5315100784,1200000
1923000260,1960000
1651800030,1650000
3738000070,1710000
1422200496,1190000
1251200055,1340000
8964800860,1650000
9464700340,1120000
5451300117,1550000
6065300370,4210000
904000045,1290000
98001070,1170000
4114601580,1900000
249000180,1890000
3760500730,1090000
2806300065,1960000
269000970,1300000
3225069241,2000000
7490000040,2540000
809001520,1850000
1336300610,1270000
5460500040,1300000
2344300220,1100000
2804600155,1350000
853200040,2410000
1245003006,1150000
1225069038,2280000
2397100975,1310000
3025059072,1750000
1732800865,1300000
2424049029,3100000
3861470120,1610000
7974700150,1250000
7732650040,1140000
1118001201,2300000
7856410411,1700000
1118001215,2250000
9273200145,1260000
3758900220,1140000
2322069010,1180000
5316100220,1250000
9322800230,1250000
5093300325,1610000
5493100366,1700000
624110610,1090000
3262300322,1650000
1954700410,2550000
9253900210,1280000
5425700205,1800000
2524049318,2000000
1068000150,2000000
5015001215,1130000
4219400580,1690000
627300145,1150000
1370801565,1100000
5093301285,1580000
1524069044,1820000
2426039123,2420000
2481630180,1140000
2525049246,1550000
809002295,1170000
7533800325,1100000
4385701285,1270000
4104500191,1170000
1336800065,1330000
9413900035,1650000
5634500688,1130000
3025059124,3170000
251500330,1780000
6762700515,1480000
686550040,1240000
1068000559,1280000
2525049266,1760000
3528900401,1640000
4389201075,1900000
4139900180,2340000
2923500230,2600000
4039700870,1160000
9578050120,1330000
3220200040,1710000
1795800040,1350000
5035300325,1810000
5461300150,1800000
6795100330,1150000
824059042,1890000
8805900065,1160000
3126059023,3400000
4094800120,1820000
5427110040,1230000
1336800880,1400000
5316101075,2890000
3459900230,1680000
7397300220,2750000
3625059043,3300000
1338800365,1500000
6065300330,2110000
6908200155,1100000
1333300145,2230000
1370803460,1340000
8156600210,1290000
824059305,2200000
5318101565,1630000
2425049107,1950000
1338300555,1230000
5430300120,1100000
7237500360,1500000
3528000040,1690000
3528000040,1800000
9471201175,1580000
2425049061,2200000
629800540,1500000
1373800330,1120000
6169900790,2400000
2326059080,1230000
9365700385,1260000
632000065,1990000
2303900035,2890000
7936500109,2230000
2225059170,1100000
8835900220,1440000
1234000704,1380000
4139910180,1480000
7278100515,1300000
98000150,1470000
1922000180,1160000
269000085,1200000
9412400220,1610000
3835502815,1260000
1797500230,1180000
1525059261,1900000
3623500408,2600000
2617900035,1520000
6613000715,1340000
3627800050,1380000
2344300170,1500000
5700003810,1480000
1336800670,1430000
4054550010,1640000
809001060,1110000
2210500010,2450000
1370800680,1300000
2726049034,2000000
8924600020,1540000
251610020,1580000
7852160170,1210000
3616600250,1600000
2533300680,1230000
8964800050,1770000
1370800225,2150000
5493110020,1950000
3304700130,1760000
9185700285,2200000
3835500585,1900000
1651800010,1300000
1424069069,1150000
1326059142,1400000
3754501205,1090000
1854750010,1150000
629000605,1400000
5536100005,2300000
2425049063,3640000
1732800780,3070000
629800660,1680000
7011201306,1120000
6169900545,1330000
1257200050,1310000
4139900050,1470000
2652501470,1220000
1568100920,1950000
777100005,1650000
9550202140,1310000
1929300305,1220000
624069108,3200000
4030100005,1800000
3459900305,1110000
4094800190,1190000
1818800235,1100000
1732801150,2300000
1326059182,1090000
5493110080,1830000
5093300280,1680000
2346800461,1120000
3625049088,2270000
1118001835,1720000
4030100290,1680000
5026900235,1850000
6117502230,1640000
1624059224,1160000
3582900280,1120000
9315600050,1680000
4219401236,1690000
3625500130,1260000
1525069134,1300000
7363600185,1190000
4139420190,2480000
5317100780,1300000
2597450250,1160000
7351200050,1340000
5608000190,1520000
7403200050,1600000
4389200876,1570000
98000130,1430000
3885805896,1180000
7533800170,1640000
8651200080,1190000
4122900190,1350000
5536100020,1190000
5318100840,1280000
1370801440,1400000
4139420430,1370000
7856660130,1250000
7457000005,1220000
3885801190,1390000
7281300010,1200000
4385700425,1430000
2574900080,1550000
1118000080,1930000
5556300114,1320000
1925059073,1300000
6117500460,1310000
1725059136,1820000
4218400005,1290000
9522300010,1490000
284000095,1200000
3760500280,1950000
5315100277,1400000
1652500010,2330000
8965510190,1250000
3025300250,1620000
3528900086,1310000
1130000005,1600000
7397300170,3710000
191100275,1350000
5700004040,1500000
3303980470,1190000
2579500101,1390000
2663000345,1200000
3262300920,1200000
9544200277,1660000
3896100130,1540000
715010130,1750000
4340000010,1220000
3885803044,1880000
9542100005,1130000
9185700414,1180000
3303850290,1400000
2025059026,1980000
4217402162,1190000
7603100095,1260000
8081500050,1810000
9103000715,1350000
1370800825,1300000
9106000005,1310000
7935000280,2200000
4139660430,1200000
3835500005,1100000
3323500010,1150000
1338800425,2140000
1245000461,1150000
4039800080,1360000
2818600010,1190000
629860010,1350000
1630700380,1920000
1068000255,1650000
825059178,2570000
3025300095,2500000
2798000020,1400000
4441300170,1300000
8823900290,1400000
525069127,1200000
6448000010,1390000
3880900170,2300000
7151700585,1230000
3025059093,3100000
2525049259,2190000
4217401365,1480000
1370803180,1780000
191100235,1300000
4107100190,2500000
1336800185,1190000
1126059108,1200000
2524049108,1380000
3025300225,1450000
2470200020,1880000
7796000095,1090000
1338600225,1970000
1338800280,1460000
1235100328,1450000
4141010050,1290000
5316100920,2250000
6813600605,1350000
6610000591,1210000
3585901025,1740000
9809000010,1630000
868001435,2230000
4232902335,1200000
6819100020,1430000
9286730020,1800000
4122900020,1390000
3625700010,1870000
8084900170,1560000
3761100257,1220000
8081020380,1200000
7631800015,2510000
1370800940,1350000
1824079052,1650000
7237500650,1280000
1247100035,1100000
3754501240,1550000
3585901085,2010000
856001130,1360000
7576700150,1330000
4139900210,1320000
7352200450,2050000
1872900065,1210000
3024059057,1650000
9528105305,1380000
3262300555,2460000
3761100180,1600000
7424700145,1190000
3625049079,1350000
8081020330,1320000
2436200436,1210000
